Sublanço,Hora,Probabilidade incidência
Maia - Santo Tirso,9,0.254794521
Carregado - Aveiras de Cima,11,0.265753425
Carregado - Aveiras de Cima,14,0.21369863
A2/A6/A13 - Alcácer do Sal,11,0.22739726
Carregado - Aveiras de Cima,10,0.205479452
Penalva - Moita,15,0.084931507
Coina - Palmela,14,0.205479452
Almodôvar - S.B. Messines,14,0.24109589
Feira/Mansores - Gião/Louredo,9,0.073972603
Maia - Santo Tirso,15,0.208219178
Borba - Elvas Poente,11,0.063013699
Fogueteiro - Coina,13,0.197260274
Carregado - Aveiras de Cima,12,0.205479452
Castelões (A4/IP9) - Amarante Poente,8,0.134246575
Coina - Palmela,8,0.191780822
Mealhada - Aveiro Sul,12,0.271232877
Linda-a-Velha - Estádio Nacional,17,0.224657534
Maia - Santo Tirso,10,0.2
Aguiar de Sousa - A41/A43,10,0.071232877
Maia - Santo Tirso,12,0.191780822
Estarreja - Feira,16,0.312328767
Radial da Pontinha - Radial de Odivelas,19,0.169863014
Maia - Santo Tirso,19,0.364383562
Maia - Santo Tirso,18,0.268493151
Viaduto Duarte Pacheco - Cruz das Oliveiras,17,0.21369863
Aguiar de Sousa - A41/A43,18,0.084931507
Estarreja - Feira,17,0.284931507
Almodôvar - S.B. Messines,16,0.202739726
A2/A6/A13 - Alcácer do Sal,19,0.257534247
Borba - Elvas Poente,19,0.079452055
Mealhada - Aveiro Sul,18,0.298630137
Almodôvar - S.B. Messines,17,0.252054795
Maia - Santo Tirso,16,0.260273973
Alcácer do Sal - Grândola Norte,16,0.238356164
Estarreja - Feira,19,0.249315068
A2/A6/A13 - Alcácer do Sal,17,0.235616438
Marinha Ondas - A17/14 Figueira da Foz,17,0.123287671
A2/A6/A13 - Vendas Novas,17,0.128767123
A2/A6/A13 - Alcácer do Sal,16,0.210958904
Linda-a-Velha - Estádio Nacional,9,0.208219178
N12 - Águas Santas (A3/A4),18,0.221917808
Carregado - Aveiras de Cima,16,0.243835616
Almada - Fogueteiro,18,0.424657534
A14/A17 - Santa Eulália,17,0.109589041
Famalicão - Cruz,18,0.216438356
Aveiro Sul - Albergaria (A1/IP5),17,0.257534247
Carregado - Aveiras de Cima,18,0.24109589
Carregado - Aveiras de Cima,17,0.232876712
Radial da Pontinha - Radial de Odivelas,17,0.161643836
Aveiras de Cima - Cartaxo,18,0.224657534
Estarreja - Feira,18,0.235616438
Aljustrel - Castro Verde,19,0.115068493
Sacavém - São João da Talha,16,0.221917808
Quiaios - Tocha,16,0.082191781
N12 - Águas Santas (A3/A4),19,0.208219178
Moita - Sarilhos,19,0.093150685
Albergaria (A1/IP5) - Estarreja,18,0.232876712
A4/A41 - Baltar,20,0.082191781
Mealhada - Aveiro Sul,16,0.254794521
Radial da Pontinha - Radial de Odivelas,16,0.153424658
Valongo - Campo,20,0.049315068
Marinha Ondas - A17/14 Figueira da Foz,19,0.079452055
Carregado - Aveiras de Cima,19,0.21369863
Sta Iria da Azóia - Alverca (A1/A9),19,0.210958904
Feira/Mansores - Gião/Louredo,16,0.073972603
Évora Nascente - Estremoz,16,0.071232877
Quiaios - Tocha,18,0.079452055
Sta Iria da Azóia - Alverca (A1/A9),18,0.208219178
Radial da Pontinha - Radial de Odivelas,18,0.106849315
Albergaria (A1/IP5) - Estarreja,16,0.208219178
Águas Santas (A4/A3) - Ermesinde,22,0.049315068
Alverca (A1/A9) - Vila Franca de Xira II,17,0.205479452
Almada - Fogueteiro,21,0.246575342
Águas Santas (A3/A4) - Maia,17,0.189041096
Sta Iria da Azóia - Alverca (A1/A9),16,0.194520548
Cruz das Oliveiras - Monsanto,19,0.2
Penalva - Moita,16,0.090410959
Castelões (A4/IP9) - Amarante Poente,23,0.063013699
Borba - Elvas Poente,0,0.021917808
Feira - Espinho (IC24),7,0.093150685
Elvas Central - Elvas Nascente,1,0.002739726
Maia - Santo Tirso,6,0.109589041
Tocha - Mira Nó,0,0.030136986
Penalva - Moita,4,0.032876712
Coimbra Norte (A1/A14) - Mealhada,7,0.084931507
Sta Iria da Azóia - Alverca (A1/A9),0,0.098630137
A2/A6/A13 - Alcácer do Sal,7,0.065753425
Aveiro Sul - Albergaria (A1/IP5),7,0.073972603
Mealhada - Aveiro Sul,1,0.063013699
Ermesinde - Valongo,7,0.073972603
Braga Oeste - EN 201,7,0.104109589
Sacavém - São João da Talha,7,0.093150685
Aveiro Sul - Albergaria (A1/IP5),6,0.063013699
N12 - Águas Santas (A3/A4),7,0.101369863
Viaduto Duarte Pacheco - Cruz das Oliveiras,9,0.197260274
Carregado - Aveiras de Cima,13,0.2
Penafiel - Castelões (A4/IP9),15,0.131506849
Oeiras - Carcavelos,18,0.189041096
Águas Santas (A3/A4) - Maia,9,0.18630137
Águas Santas (A3/A4) - Maia,13,0.183561644
A2/A6/A13 - Alcácer do Sal,9,0.194520548
Linda-a-Velha - Estádio Nacional,10,0.189041096
Olival - A32/A1,11,0.068493151
Águas Santas (A3/A4) - Maia,15,0.180821918
Stº Antonio da Charneca - Cruzamento de Santo André (semáforos),8,0.071232877
Aveiras de Cima - Cartaxo,10,0.189041096
Moita - Sarilhos,11,0.068493151
Aveiras de Cima - Cartaxo,13,0.18630137
Radial da Pontinha - Radial de Odivelas,8,0.164383562
Coina - Palmela,13,0.180821918
Mealhada - Aveiro Sul,10,0.263013699
Estarreja - Feira,11,0.271232877
Radial da Pontinha - Radial de Odivelas,9,0.161643836
Baltar - Paredes,9,0.128767123
Viaduto Duarte Pacheco - Cruz das Oliveiras,19,0.189041096
Mealhada - Aveiro Sul,8,0.246575342
Sandim - Argoncilhe,15,0.068493151
Albergaria (A1/IP5) - Estarreja,10,0.252054795
A2/A12 - Marateca,15,0.17260274
Viaduto Duarte Pacheco - Cruz das Oliveiras,18,0.18630137
Olival - A32/A1,10,0.068493151
Pegões - Santo Estevão,10,0.065753425
Almodôvar - S.B. Messines,12,0.18630137
Mealhada - Aveiro Sul,15,0.24109589
Famalicão - Cruz,15,0.178082192
Oeiras - Carcavelos,15,0.175342466
Laranjeiras - Coina com EN10 ,9,0.063013699
Estarreja - Feira,12,0.230136986
N12 - Águas Santas (A3/A4),10,0.175342466
Estarreja - Feira,9,0.21369863
A2/A6/A13 - Alcácer do Sal,12,0.191780822
Aveiro Sul - Albergaria (A1/IP5),9,0.24109589
Olival - A32/A1,14,0.068493151
Quiaios - Tocha,11,0.076712329
Ponte de Lima Norte - EN 303,11,0.17260274
Mealhada - Aveiro Sul,11,0.238356164
Maia - Santo Tirso,13,0.164383562
A2/A12 - Marateca,11,0.167123288
Évora Nascente - Estremoz,14,0.057534247
Estarreja - Feira,14,0.208219178
Mealhada - Aveiro Sul,14,0.18630137
Famalicão - Cruz,10,0.156164384
Sacavém - São João da Talha,13,0.178082192
Cruz das Oliveiras - Monsanto,17,0.17260274
Mealhada - Aveiro Sul,9,0.175342466
A2/A6/A13 - Vendas Novas,11,0.109589041
Grândola Sul - Aljustrel,14,0.178082192
Baltar - Paredes,13,0.128767123
Carcavelos - Estoril,13,0.17260274
Coina - Palmela,10,0.164383562
Sarilhos - Montijo,11,0.060273973
Sta Iria da Azóia - Alverca (A1/A9),8,0.175342466
Feira - Espinho (IC24),11,0.205479452
A2/A6/A13 - Alcácer do Sal,15,0.169863014
Baltar - Paredes,16,0.104109589
Medas - A32/A41,18,0.071232877
Ponte de Lima Norte - EN 303,16,0.183561644
Estarreja - Feira,20,0.180821918
Feira - Espinho (IC24),17,0.180821918
Alcácer do Sal - Grândola Norte,18,0.18630137
Alverca (A1/A9) - Vila Franca de Xira II,16,0.183561644
Oeiras - Carcavelos,16,0.169863014
Salvaterra de Magos - EN118,16,0.073972603
Viaduto Duarte Pacheco - Cruz das Oliveiras,10,0.167123288
Aguiar de Sousa - A41/A43,19,0.065753425
Águas Santas (A4/A3) - Ermesinde,16,0.153424658
Carregado - Aveiras de Cima,20,0.183561644
A17/14 Figueira da Foz - Quiaios,17,0.076712329
Maia - Santo Tirso,22,0.169863014
Almada (IC20/A2) - Hospital,17,0.084931507
Baltar - Paredes,17,0.101369863
Sacavém - São João da Talha,18,0.178082192
Castro Verde - Almodôvar,17,0.117808219
Águas Santas (A4/A3) - Ermesinde,17,0.136986301
Moita - Sarilhos,16,0.073972603
Feira - Espinho (IC24),16,0.17260274
Alverca (A1/A9) - Vila Franca de Xira II,18,0.178082192
Coina - Palmela,16,0.21369863
Almada - Fogueteiro,16,0.210958904
Estádio Nacional - Oeiras,8,0.164383562
Linda-a-Velha - Estádio Nacional,19,0.164383562
Feiteira - Carvalhos,19,0.169863014
A4/A41 - Baltar,18,0.17260274
Santo Tirso - Famalicão,18,0.167123288
Grândola Sul - Aljustrel,17,0.183561644
Maia - Santo Tirso,20,0.161643836
Sacavém - São João da Talha,19,0.156164384
Almodôvar - S.B. Messines,18,0.180821918
A32/A41 - Olival,19,0.060273973
Aveiras de Cima - Cartaxo,19,0.150684932
Aljustrel - Castro Verde,18,0.147945205
Cruz das Oliveiras - Monsanto,18,0.161643836
Bucelas (Zambujal) - A9/A10,18,0.098630137
Mealhada - Aveiro Sul,19,0.243835616
Oeiras - Carcavelos,19,0.153424658
Coina - Palmela,18,0.2
Almada - Fogueteiro,23,0.194520548
Mealhada - Aveiro Sul,20,0.197260274
A8/A17 - Leiria Norte,18,0.071232877
Sandim - Argoncilhe,19,0.060273973
Aveiras de Cima - Cartaxo,16,0.150684932
Aveiro Sul - Albergaria (A1/IP5),19,0.18630137
Águas Santas (A3/A4) - Maia,18,0.161643836
Stº Antonio da Charneca - Cruzamento de Santo André (semáforos),16,0.073972603
Albergaria (A1/IP5) - Estarreja,17,0.153424658
A9/A16 - Radial da Pontinha,19,0.082191781
A14/A17 - Santa Eulália,19,0.068493151
Linda-a-Velha - Estádio Nacional,11,0.153424658
Feira - Espinho (IC24),19,0.150684932
Ponte de Lima Norte - EN 303,19,0.150684932
Feiteira - Carvalhos,16,0.147945205
Montijo - A33/A12,19,0.071232877
Feira - Espinho (IC24),20,0.147945205
Alverca (A1/A9) - Vila Franca de Xira II,19,0.147945205
A2/A12 - Marateca,17,0.18630137
Évora Nascente - Estremoz,18,0.068493151
Alcácer do Sal - Grândola Norte,19,0.178082192
Grândola Sul - Aljustrel,19,0.161643836
Pegões - Santo Estevão,18,0.068493151
Coimbra Norte (A1/A14) - Mealhada,18,0.180821918
Radial de Odivelas - A8/A9,18,0.071232877
Estarreja - Feira,1,0.093150685
Estarreja - Feira,6,0.084931507
Estarreja - Feira,0,0.079452055
Baltar - Paredes,7,0.060273973
Gião/Louredo - Canedo,1,0.02739726
Aveiras de Cima - Cartaxo,7,0.090410959
Santo Tirso - Famalicão,7,0.093150685
Carregado - Aveiras de Cima,6,0.082191781
Cruz das Oliveiras - Monsanto,9,0.153424658
Almada - Fogueteiro,1,0.090410959
Maia - Santo Tirso,1,0.060273973
Cartaxo - Santarém,7,0.076712329
Vila Franca de Xira I - PLLN,7,0.071232877
Canedo - A32/A41,10,0.065753425
Coina - Palmela,11,0.161643836
Radial da Pontinha - Radial de Odivelas,11,0.131506849
Radial da Pontinha - Radial de Odivelas,14,0.123287671
Feira - Espinho (IC24),14,0.197260274
Aveiro Sul - Albergaria (A1/IP5),14,0.175342466
Sta Iria da Azóia - Alverca (A1/A9),13,0.17260274
Sacavém - São João da Talha,8,0.169863014
Ponte de Lima Norte - EN 303,14,0.153424658
Braga Oeste - EN 201,13,0.150684932
Ermesinde - Valongo,11,0.128767123
N12 - Águas Santas (A3/A4),9,0.145205479
Linda-a-Velha - Estádio Nacional,18,0.150684932
Viaduto Duarte Pacheco - Cruz das Oliveiras,16,0.147945205
Estarreja - Feira,8,0.183561644
Oeiras - Carcavelos,12,0.147945205
Feira - Espinho (IC24),15,0.17260274
Castelões (A4/IP9) - Amarante Poente,10,0.126027397
Almodôvar - S.B. Messines,15,0.175342466
Braga Oeste - EN 201,15,0.145205479
Carregado - Aveiras de Cima,8,0.169863014
Águas Santas (A3/A4) - Maia,10,0.139726027
Águas Santas (A3/A4) - Maia,14,0.131506849
Almada - Fogueteiro,8,0.153424658
Alverca (A1/A9) - Vila Franca de Xira II,15,0.169863014
Águas Santas (A4/A3) - Ermesinde,13,0.126027397
Cruz das Oliveiras - Monsanto,16,0.145205479
Águas Santas (A3/A4) - Maia,12,0.131506849
Almodôvar - S.B. Messines,9,0.17260274
A14/A17 - Santa Eulália,9,0.076712329
Almada (IC20/A2) - Hospital,9,0.060273973
Ponte de Lima Norte - EN 303,8,0.128767123
Alverca (A1/A9) - Vila Franca de Xira II,9,0.167123288
Aguiar de Sousa - A41/A43,15,0.063013699
Fogueteiro - Coina,10,0.150684932
A4/A41 - Baltar,10,0.120547945
ZIC - Aguiar de Sousa,8,0.063013699
Sta Iria da Azóia - Alverca (A1/A9),10,0.161643836
Alverca (A1/A9) - Vila Franca de Xira II,13,0.15890411
Carcavelos - Estoril,10,0.139726027
Coina - Palmela,9,0.150684932
Alverca (A1/A9) - Vila Franca de Xira II,10,0.153424658
Almada - Fogueteiro,9,0.147945205
Águas Santas (A4/A3) - Ermesinde,9,0.120547945
Oeiras - Carcavelos,14,0.139726027
Sacavém - São João da Talha,11,0.153424658
Almada - Fogueteiro,11,0.142465753
Moita - Sarilhos,15,0.057534247
Santo Tirso - Famalicão,15,0.128767123
Sacavém - São João da Talha,9,0.150684932
Braga Oeste - EN 201,10,0.123287671
Tocha - Mira Nó,8,0.073972603
Santo Estevão - A13/A10,13,0.016438356
Penafiel - Castelões (A4/IP9),10,0.120547945
Albergaria (A1/IP5) - Estarreja,8,0.17260274
Alverca (A1/A9) - Vila Franca de Xira II,11,0.150684932
Penalva - Moita,8,0.054794521
Viaduto Duarte Pacheco - Cruz das Oliveiras,15,0.136986301
Medas - A32/A41,10,0.060273973
Estarreja - Feira,10,0.164383562
Queimada - Belverde,8,0.052054795
Coina - Palmela,15,0.142465753
Miraflores (A5/IC17) - Linda-a-Velha,18,0.134246575
Salvaterra de Magos - EN118,14,0.079452055
Valongo - Campo,10,0.117808219
A2/A6/A13 - Vendas Novas,15,0.104109589
Carcavelos - Estoril,15,0.134246575
Feiteira - Carvalhos,18,0.134246575
Almada - Fogueteiro,17,0.180821918
Águas Santas (A3/A4) - Maia,19,0.150684932
Coina - Palmela,19,0.175342466
Fogueteiro - Coina,18,0.17260274
Sta Iria da Azóia - Alverca (A1/A9),17,0.142465753
Sarilhos - Montijo,19,0.068493151
Grândola Sul - Aljustrel,16,0.142465753
Estarreja - Feira,22,0.126027397
Viaduto Duarte Pacheco - Cruz das Oliveiras,14,0.134246575
Fogueteiro - Coina,17,0.17260274
Radial de Odivelas - A8/A9,19,0.068493151
Castelões (A4/IP9) - Amarante Poente,18,0.161643836
Braga Oeste - EN 201,18,0.145205479
Évora Nascente - Estremoz,17,0.057534247
Águas Santas (A3/A4) - Maia,16,0.142465753
A2/A6/A13 - Alcácer do Sal,22,0.139726027
A9/A16 - Radial da Pontinha,16,0.065753425
EN 227 - Feira/Mansores,17,0.060273973
Estádio Nacional - Oeiras,14,0.128767123
Maia - Santo Tirso,21,0.131506849
Montijo (A12/A33) - Pinhal Novo,18,0.15890411
S.B. Messines - Paderne (A22),19,0.054794521
Cruz - Braga Sul,17,0.120547945
Cartaxo - Santarém,18,0.142465753
Penalva - Moita,19,0.060273973
N12 - Águas Santas (A3/A4),16,0.120547945
Oeiras - Carcavelos,9,0.126027397
Cartaxo - Santarém,17,0.142465753
São João da Talha - Sta Iria da Azóia,16,0.131506849
Carregado - Aveiras de Cima,23,0.128767123
Penalva - Moita,20,0.052054795
Sta Iria da Azóia - Alverca (A1/A9),21,0.123287671
A2/A6/A13 - Alcácer do Sal,20,0.139726027
Albergaria (A1/IP5) - Estarreja,19,0.123287671
Famalicão - Cruz,17,0.115068493
Sacavém - São João da Talha,17,0.123287671
Oeiras - Carcavelos,11,0.126027397
Olival - A32/A1,19,0.057534247
Estádio Nacional - Oeiras,19,0.126027397
Mealhada - Aveiro Sul,17,0.15890411
Feira - Espinho (IC24),18,0.115068493
São João da Talha - Sta Iria da Azóia,19,0.123287671
Vendas Novas - Montemor-o-Novo Poente,19,0.087671233
Tocha - Mira Nó,16,0.063013699
Mealhada - Aveiro Sul,0,0.063013699
Cruz das Oliveiras - Monsanto,10,0.126027397
Feira/Mansores - Gião/Louredo,2,0.024657534
Valongo - Campo,7,0.049315068
Albergaria (A1/IP5) - Estarreja,0,0.076712329
Feira - Espinho (IC24),0,0.071232877
Aguiar de Sousa - A41/A43,0,0.024657534
Alcácer do Sal - Grândola Norte,0,0.065753425
ZIC - Aguiar de Sousa,7,0.024657534
Canedo - A32/A41,7,0.021917808
Almodôvar - S.B. Messines,0,0.068493151
Almada - Fogueteiro,2,0.076712329
São João da Talha - Sta Iria da Azóia,0,0.068493151
Águas Santas (A3/A4) - Maia,11,0.123287671
Alverca (A1/A9) - Vila Franca de Xira II,14,0.150684932
Aguiar de Sousa - A41/A43,11,0.060273973
Lazarim - Botequim,9,0.049315068
Feira - Espinho (IC24),9,0.142465753
Baltar - Paredes,14,0.117808219
Aveiro Sul - Albergaria (A1/IP5),11,0.17260274
Moita - Sarilhos,8,0.049315068
Aguiar de Sousa - A41/A43,12,0.057534247
Feira - Espinho (IC24),8,0.128767123
A2/A12 - Marateca,12,0.131506849
A2/A12 - Marateca,14,0.131506849
N12 - Águas Santas (A3/A4),11,0.123287671
Águas Santas (A3/A4) - Maia,8,0.123287671
Ermesinde - Valongo,15,0.117808219
Évora Nascente - Estremoz,11,0.057534247
Oeiras - Carcavelos,13,0.126027397
Linda-a-Velha - Estádio Nacional,15,0.123287671
Feira - Espinho (IC24),12,0.126027397
Feira - Espinho (IC24),13,0.126027397
Aveiras de Cima - Cartaxo,8,0.145205479
A2/A12 - Marateca,9,0.131506849
Penafiel - Castelões (A4/IP9),8,0.117808219
A8/A17 - Leiria Norte,10,0.073972603
N12 - Águas Santas (A3/A4),15,0.120547945
Mealhada - Aveiro Sul,13,0.167123288
Radial da Pontinha - Radial de Odivelas,10,0.120547945
Albergaria (A1/IP5) - Estarreja,13,0.126027397
Almada - Fogueteiro,12,0.126027397
Sandim - Argoncilhe,8,0.057534247
Coina - Palmela,12,0.126027397
Alcácer do Sal - Grândola Norte,15,0.167123288
Sandim - Argoncilhe,12,0.054794521
Viaduto Duarte Pacheco - Cruz das Oliveiras,20,0.123287671
A14/A17 - Santa Eulália,14,0.071232877
Carcavelos - Estoril,18,0.120547945
Carregado - Aveiras de Cima,9,0.139726027
Águas Santas (A4/A3) - Ermesinde,10,0.115068493
Oeiras - Carcavelos,8,0.117808219
Medas - A32/A41,11,0.054794521
A4/A41 - Baltar,11,0.115068493
Penafiel - Castelões (A4/IP9),9,0.112328767
Estádio Nacional - Oeiras,16,0.117808219
Cartaxo - Santarém,15,0.139726027
Vila Franca de Xira II - Vila Franca de Xira I,17,0.120547945
A2/A6/A13 - Vendas Novas,19,0.084931507
Fogueteiro - Coina,16,0.156164384
Coimbra Norte (A1/A14) - Mealhada,16,0.15890411
Almada (IC20/A2) - Hospital,16,0.052054795
Oeiras - Carcavelos,10,0.117808219
Sacavém - São João da Talha,21,0.117808219
A2/A12 - Marateca,16,0.150684932
Espinho (IC24) - Feiteira,18,0.112328767
Viaduto Duarte Pacheco - Cruz das Oliveiras,13,0.117808219
Vila Franca de Xira I - PLLN,17,0.106849315
Penalva - Moita,18,0.043835616
Monte Redondo - Guia,18,0.060273973
Ermesinde - Valongo,18,0.112328767
Mealhada - Aveiro Sul,21,0.128767123
Miraflores (A5/IC17) - Linda-a-Velha,17,0.117808219
Ermesinde - Valongo,19,0.117808219
Radial de Odivelas - A8/A9,16,0.063013699
Queluz - A9/A16,18,0.060273973
Espinho (IC24) - Feiteira,16,0.109589041
Radial da Pontinha - Radial de Odivelas,20,0.054794521
Feira - Espinho (IC24),21,0.109589041
Estádio Nacional - Oeiras,10,0.115068493
Penalva - Stº Antonio da Charneca,16,0.043835616
Alverca (A1/A9) - Vila Franca de Xira II,20,0.104109589
Coina - Palmela,17,0.139726027
Salvaterra de Magos - EN118,19,0.065753425
Évora Nascente - Estremoz,20,0.049315068
Aveiro Sul - Albergaria (A1/IP5),18,0.120547945
A2/A6/A13 - Alcácer do Sal,18,0.131506849
A2/A12 - Marateca,19,0.134246575
Laranjeiras - Coina com EN10 ,17,0.043835616
Ponte de Lima Norte - EN 303,18,0.104109589
Montijo - A33/A12,18,0.04109589
Albergaria (A1/IP5) - Estarreja,21,0.106849315
Stº Antonio da Charneca - Cruzamento de Santo André (semáforos),19,0.04109589
Almada - Fogueteiro,19,0.134246575
Cartaxo - Santarém,20,0.101369863
Carvalhos - Jaca,16,0.106849315
Figueira da Foz - Vila Verde,17,0.060273973
Évora Nascente - Estremoz,19,0.046575342
Miraflores (A5/IC17) - Linda-a-Velha,19,0.115068493
Montijo (A12/A33) - Pinhal Novo,16,0.120547945
Oeiras - Carcavelos,20,0.115068493
Coina - Palmela,0,0.068493151
São João da Talha - Sta Iria da Azóia,7,0.060273973
A41/A43 - Medas,7,0.021917808
Coimbra Norte (A1/A14) - Mealhada,0,0.054794521
Carregado - Aveiras de Cima,0,0.060273973
Sacavém - São João da Talha,0,0.060273973
Oeiras - Carcavelos,17,0.115068493
Montijo - A33/A12,7,0.030136986
Águas Santas (A4/A3) - Ermesinde,0,0.046575342
Feiteira - Carvalhos,7,0.071232877
Águas Santas (A4/A3) - Ermesinde,1,0.043835616
Ermesinde - Valongo,9,0.109589041
Pinhal Novo - A12/A2,10,0.109589041
Sarilhos - Montijo,15,0.046575342
Sta Iria da Azóia - Alverca (A1/A9),15,0.134246575
Albergaria (A1/IP5) - Estarreja,14,0.123287671
Sta Iria da Azóia - Alverca (A1/A9),11,0.134246575
Ermesinde - Valongo,8,0.109589041
Penafiel - Castelões (A4/IP9),13,0.106849315
N12 - Águas Santas (A3/A4),13,0.117808219
Fogueteiro - Coina,9,0.101369863
Ponte de Lima Norte - EN 303,13,0.115068493
Estarreja - Feira,13,0.123287671
Grândola Sul - Aljustrel,11,0.153424658
Aveiras de Cima - Cartaxo,11,0.131506849
Salvaterra de Magos - EN118,11,0.087671233
Feira/Mansores - Gião/Louredo,13,0.052054795
Albergaria (A1/IP5) - Estarreja,9,0.120547945
Vendas Novas - Montemor-o-Novo Poente,15,0.090410959
Ponte de Lima Norte - EN 303,9,0.115068493
A2/A6/A13 - Vendas Novas,14,0.079452055
Aveiras de Cima - Cartaxo,14,0.123287671
Feira/Mansores - Gião/Louredo,8,0.052054795
Viaduto Duarte Pacheco - Cruz das Oliveiras,11,0.112328767
Marinha Ondas - A17/14 Figueira da Foz,15,0.068493151
Sacavém - São João da Talha,10,0.117808219
Alcácer do Sal - Grândola Norte,12,0.139726027
Estádio Nacional - Oeiras,11,0.112328767
Feira - Espinho (IC24),10,0.117808219
Baltar - Paredes,8,0.104109589
Albergaria (A1/IP5) - Estarreja,11,0.115068493
Évora Nascente - Estremoz,9,0.052054795
Grândola Sul - Aljustrel,12,0.126027397
Quiaios - Tocha,10,0.065753425
Salvaterra de Magos - EN118,15,0.038356164
Ermesinde - Valongo,10,0.104109589
Sarilhos - Montijo,8,0.046575342
Estádio Nacional - Oeiras,15,0.109589041
Bucelas (Zambujal) - A9/A10,10,0.109589041
Miraflores (A5/IC17) - Linda-a-Velha,14,0.106849315
Laranjeiras - Coina com EN10 ,13,0.043835616
Linda-a-Velha - Estádio Nacional,8,0.104109589
Marinha Ondas - A17/14 Figueira da Foz,20,0.060273973
Penalva - Stº Antonio da Charneca,18,0.038356164
Pinhal Novo - A12/A2,18,0.120547945
Coimbra Sul - Coimbra Norte (A1/A14),17,0.112328767
A8/A9 - Bucelas (Zambujal),18,0.054794521
Castelões (A4/IP9) - Amarante Poente,16,0.109589041
Tocha - Mira Nó,18,0.057534247
Ermesinde - Valongo,17,0.106849315
Castelões (A4/IP9) - Amarante Poente,17,0.060273973
Aveiro Sul - Albergaria (A1/IP5),20,0.109589041
Cruz das Oliveiras - Monsanto,20,0.104109589
Carregado - Aveiras de Cima,21,0.101369863
Medas - A32/A41,19,0.057534247
Campo - A4/A41,18,0.032876712
Estádio Nacional - Oeiras,13,0.104109589
Estádio Nacional - Oeiras,17,0.104109589
Carregado - Aveiras de Cima,22,0.101369863
Feira/Mansores - Gião/Louredo,17,0.057534247
Braga Oeste - EN 201,16,0.104109589
Baltar - Paredes,19,0.15890411
Vendas Novas - Montemor-o-Novo Poente,17,0.082191781
Coimbra Norte (A1/A14) - Mealhada,19,0.101369863
São João da Talha - Sta Iria da Azóia,18,0.098630137
Alcácer do Sal - Grândola Norte,20,0.131506849
Famalicão - Cruz,19,0.104109589
Montemor-o-Novo Nascente - Évora Poente,18,0.076712329
Almada (IC20/A2) - Hospital,18,0.038356164
Coimbra Norte (A1/A14) - Mealhada,21,0.098630137
Estádio Nacional - Queluz,19,0.052054795
Águas Santas (A3/A4) - Maia,20,0.104109589
Carcavelos - Estoril,17,0.101369863
Ponte de Lima Norte - EN 303,17,0.101369863
A2/A12 - Marateca,20,0.117808219
Queluz - A9/A16,19,0.049315068
Cruz - Braga Sul,18,0.101369863
Porto(VCI) - N12,7,0.054794521
Carcavelos - Estoril,16,0.101369863
A13/A10 - Salvaterra de Magos,0,0.002739726
Baltar - Paredes,0,0.038356164
Oeiras - Carcavelos,7,0.098630137
A17/14 Figueira da Foz - Quiaios,7,0.030136986
A4/A41 - Baltar,0,0.038356164
Cruz - Braga Sul,7,0.049315068
Sacavém - São João da Talha,3,0.052054795
Canedo - A32/A41,8,0.049315068
Montijo (A12/A33) - Pinhal Novo,10,0.101369863
